Gun_g,Gun_mass,Camera_mass,Spring_k,Damping,FrameThickness,Distance,YoungsModulus,FrameStress,FrameDeformation,RMSStress,CameraAcceleration,CameraStress,CameraDeformation
1024.7240713084175,23.925585256038588,3.287983513134371,24723.854311167328,0.4881071695789582,7.61548572926689,280.8612643068112,191.46350197536003,86.2080728624715,1.6018102920396464,131.35786948965387,97.84354482949126,14.144131646663103,0.1775222130697008
1370.4285838459496,23.704681986079997,4.221729317199945,17585.79543157749,0.4749132017652511,7.3303846736198235,166.00651395318732,191.78956765964836,148.2030108632182,3.19959645069199,127.78552092607569,190.0130738616885,30.923213128929603,0.3169946021256232
1239.1963650868431,33.59381870781555,4.040643719160636,28085.918450322224,0.23830167946534309,6.23307738752002,198.4659622907478,203.0394742784592,95.19300321576712,2.190128066399315,149.55203320524234,120.78882477355724,14.895249161348532,0.19079133761620398
1159.195090518222,23.74319299774259,1.6155996187750947,24196.743586038625,0.56902896196232,9.250866690710415,304.73586929585014,199.73881426478496,85.98102213585855,1.5366304546593328,134.38293174295657,109.46297316992715,13.900890606954192,0.1774745919351053
893.6111842654619,24.079245891929464,1.5969978789658956,17358.058253354313,0.42738888086272786,8.336369123560402,255.73717073576393,205.80830500638422,91.84307907076915,1.8939757292354296,98.88309972396166,117.8558384735422,16.370095446378386,0.18542419419954967
893.5967122017216,31.390973936269454,2.0726974709796533,29435.070862218105,0.3454902084542737,11.059906946268026,335.593812357409,208.32541674687064,49.32794240768374,0.7516986696221669,133.0804733641011,82.50998537723656,11.373485122165695,0.12459350183338874
834.8501673009197,26.7460976367581,2.444298905364149,22775.48195002981,0.5026154333981226,5.224767063374408,235.75028166827087,197.76733755343096,76.98893137212251,2.0325387170370925,107.51980820706521,87.21148868477192,9.23449894980855,0.14810220920599568
1319.705687464961,31.650658354327717,2.6338223256339304,16093.476778074824,0.3029461833606536,9.507075492885885,323.9624731627846,201.92820053169294,143.22456518498169,2.56348606481964,124.86879311828996,220.9792906717441,27.47810836430585,0.34781055077339634
1160.6690070459254,20.98049236346578,3.718788867333381,24402.49356622601,0.47740393481852816,10.340642149580928,239.7910874956475,200.0139325559062,84.05646512158744,1.451802426804835,134.22179660796547,116.97088739602783,17.26482852255691,0.18219529812034446
1224.8435466776273,27.313567905100765,1.2267217286633416,18797.983605192152,0.2158844830288989,10.316405984318148,345.84965574039705,209.63221311284866,124.39187408942152,1.898238521900804,124.83130360932863,178.8319066014153,22.361654562401863,0.2879755851233534
812.3506965774815,20.50420400274924,1.1386908169042655,27055.40177815954,0.5357632150437088,11.202517769668676,341.96687627977536,206.6216881471319,38.466785194008736,0.8185630110246886,121.79952178160855,79.98934659231249,12.216543295658152,0.1303200081200879
1381.9459112971967,20.93979805183032,2.567642251775636,27267.33110349286,0.3792683388085274,10.103236199806458,215.82734111121607,208.23475416554706,93.83557482633432,1.5188092459519977,157.7413169095426,130.911624700118,17.07200876441804,0.1973157261714873
1299.465584480253,33.596561800166164,3.788654768551922,29684.210337819928,0.4546771657431767,11.494670431533875,327.18473408336064,195.0868017515521,74.01198734961665,1.1979809286257181,160.4005058516828,107.5084606800021,12.722889439685707,0.1772063175313537
927.4034664069657,22.088680566763927,1.7737413718259303,22528.042965367556,0.28849512792267346,7.32859619874624,319.5222748431298,205.45052846325189,84.00312185757959,1.6546666939791392,118.49546990280716,107.90402206945669,16.573060029741942,0.17458336141266245
909.0949803242604,27.986310234128258,3.566017925025007,21824.353195916057,0.4708294850633792,8.522465917260801,192.13607946551258,195.30946449995298,81.32604734885285,1.500717717308835,110.55632497106582,102.03606192830446,17.884203515821476,0.17526388530107115
910.0427059120602,26.166434039010596,2.039312551761198,26302.134081697208,0.5088961103573106,5.098557642980235,274.85808015665395,194.17485066856779,71.0675272876321,1.9943008530084883,124.85312734733282,89.48130092149317,13.676698774217815,0.16196993511920324
982.5453457757226,25.21014989388264,4.544344435254065,16987.059845128897,0.3892852747537595,5.0487031111230385,164.53646311796297,208.88532319311102,119.43213409451089,3.5361341595884923,104.96012780324186,154.24365886561156,24.414922235256313,0.2612814180847518
1114.8538589793427,33.497500185309086,4.582759777066466,23203.732706896863,0.4470907696247177,6.680886343160639,317.34214411669234,190.38608833435734,97.66437763932123,2.1174628303909553,129.87990419555763,123.65069530875844,21.0584765171203,0.21279214820742456
